"Step","train_75_AR5 - val_loss_unroll1_step","train_75_AR5 - val_loss_unroll1_step__MIN","train_75_AR5 - val_loss_unroll1_step__MAX","train_75 - val_loss_unroll1_step","train_75 - val_loss_unroll1_step__MIN","train_75 - val_loss_unroll1_step__MAX"
"1923","0.00004043422086397186","0.00004043422086397186","0.00004043422086397186","0.000006770140771550359","0.000006770140771550359","0.000006770140771550359"
"1924","0.0000462663738289848","0.0000462663738289848","0.0000462663738289848","0.000007037758223304991","0.000007037758223304991","0.000007037758223304991"
"1925","","","","0.000006582300557056442","0.000006582300557056442","0.000006582300557056442"
"1927","0.000034156528272433206","0.000034156528272433206","0.000034156528272433206","","",""
"1928","0.00003242448656237684","0.00003242448656237684","0.00003242448656237684","0.000006158489213703433","0.000006158489213703433","0.000006158489213703433"
"1930","0.0000891625095391646","0.0000891625095391646","0.0000891625095391646","0.000006729906544933328","0.000006729906544933328","0.000006729906544933328"
"1931","","","","0.000006423485046980204","0.000006423485046980204","0.000006423485046980204"
"1932","0.0000224679934035521","0.0000224679934035521","0.0000224679934035521","0.000007570303750981111","0.000007570303750981111","0.000007570303750981111"
"1933","0.000032771946280263364","0.000032771946280263364","0.000032771946280263364","0.000008038882697292138","0.000008038882697292138","0.000008038882697292138"
"1934","0.000044907435949426144","0.000044907435949426144","0.000044907435949426144","","",""
"1936","0.00003738663508556783","0.00003738663508556783","0.00003738663508556783","0.000009722976756165735","0.000009722976756165735","0.000009722976756165735"
"1937","","","","0.000008910897122405004","0.000008910897122405004","0.000008910897122405004"
"1938","0.000031863353797234595","0.000031863353797234595","0.000031863353797234595","","",""
"1939","0.000030398767194128595","0.000030398767194128595","0.000030398767194128595","0.000022943080693949014","0.000022943080693949014","0.000022943080693949014"
"1940","0.000029096951038809493","0.000029096951038809493","0.000029096951038809493","","",""
"1941","0.000026428047931403853","0.000026428047931403853","0.000026428047931403853","0.000008645954949315637","0.000008645954949315637","0.000008645954949315637"
"1942","0.00002518458859412931","0.00002518458859412931","0.00002518458859412931","0.000011170656762260478","0.000011170656762260478","0.000011170656762260478"
"1943","","","","0.000015311061360989697","0.000015311061360989697","0.000015311061360989697"
"1944","0.000023233567844727077","0.000023233567844727077","0.000023233567844727077","","",""
"1945","0.000023135164155974053","0.000023135164155974053","0.000023135164155974053","0.000010717234545154497","0.000010717234545154497","0.000010717234545154497"
"1946","0.000022826714484835975","0.000022826714484835975","0.000022826714484835975","","",""
"1947","0.000021447987819556147","0.000021447987819556147","0.000021447987819556147","0.000010923824447672814","0.000010923824447672814","0.000010923824447672814"
"1948","","","","0.000009834946467890404","0.000009834946467890404","0.000009834946467890404"
"1949","","","","0.000010740945072029717","0.000010740945072029717","0.000010740945072029717"
"1950","0.000020067238438059576","0.000020067238438059576","0.000020067238438059576","0.000009281000529881567","0.000009281000529881567","0.000009281000529881567"
"1951","0.000020732772100018337","0.000020732772100018337","0.000020732772100018337","0.000009495521226199344","0.000009495521226199344","0.000009495521226199344"
"1953","","","","0.000008625571354059502","0.000008625571354059502","0.000008625571354059502"
"1954","0.000019878381863236427","0.000019878381863236427","0.000019878381863236427","0.000008907282790460158","0.000008907282790460158","0.000008907282790460158"
"1955","0.00001911204708449077","0.00001911204708449077","0.00001911204708449077","0.000008486919796268921","0.000008486919796268921","0.000008486919796268921"
"1956","0.000019803163013421","0.000019803163013421","0.000019803163013421","0.000008160051038430538","0.000008160051038430538","0.000008160051038430538"
"1957","0.000019105689716525376","0.000019105689716525376","0.000019105689716525376","","",""
"1958","0.000018806913431035355","0.000018806913431035355","0.000018806913431035355","","",""
"1959","0.000019522129150573164","0.000019522129150573164","0.000019522129150573164","0.000007443848517141305","0.000007443848517141305","0.000007443848517141305"
"1960","0.00001935755426529795","0.00001935755426529795","0.00001935755426529795","0.000007989940058905631","0.000007989940058905631","0.000007989940058905631"
"1961","0.00001813855669752229","0.00001813855669752229","0.00001813855669752229","","",""
"1962","0.000019092803995590657","0.000019092803995590657","0.000019092803995590657","","",""
"1963","","","","0.000007576103598694317","0.000007576103598694317","0.000007576103598694317"
"1964","0.000018182321582571603","0.000018182321582571603","0.000018182321582571603","0.00000706755736246123","0.00000706755736246123","0.00000706755736246123"
"1965","0.000019014310964848846","0.000019014310964848846","0.000019014310964848846","0.000007387661753455177","0.000007387661753455177","0.000007387661753455177"
"1966","","","","0.00000703294108461705","0.00000703294108461705","0.00000703294108461705"
"1967","0.000019919456462957896","0.000019919456462957896","0.000019919456462957896","0.000006988817403907888","0.000006988817403907888","0.000006988817403907888"
"1968","","","","0.000007159478627727367","0.000007159478627727367","0.000007159478627727367"
"1969","","","","0.000007140713478293037","0.000007140713478293037","0.000007140713478293037"
"1970","0.00005282502024783753","0.00005282502024783753","0.00005282502024783753","0.000006840848982392345","0.000006840848982392345","0.000006840848982392345"
"1971","0.0000927504152059555","0.0000927504152059555","0.0000927504152059555","0.0000068709337028849404","0.0000068709337028849404","0.0000068709337028849404"
"1972","0.00008616161358077079","0.00008616161358077079","0.00008616161358077079","","",""
"1973","","","","0.000006654362550762016","0.000006654362550762016","0.000006654362550762016"
"1974","","","","0.000007121147973521147","0.000007121147973521147","0.000007121147973521147"
"1976","","","","0.000007055677542666672","0.000007055677542666672","0.000007055677542666672"
"1979","","","","0.000011427395293139853","0.000011427395293139853","0.000011427395293139853"
"1980","","","","0.00002948232213384472","0.00002948232213384472","0.00002948232213384472"
"1981","","","","0.000021315921912901103","0.000021315921912901103","0.000021315921912901103"
"3869","0.000011574023119464982","0.000011574023119464982","0.000011574023119464982","","",""
"3870","0.000009690145816421136","0.000009690145816421136","0.000009690145816421136","","",""
"3871","0.000025197556169587187","0.000025197556169587187","0.000025197556169587187","","",""
"3872","0.000007144246410462074","0.000007144246410462074","0.000007144246410462074","","",""
"3873","0.000006990630481595872","0.000006990630481595872","0.000006990630481595872","","",""
"3874","0.000006939990271348506","0.000006939990271348506","0.000006939990271348506","","",""
"3875","0.000005927441634412389","0.000005927441634412389","0.000005927441634412389","","",""
"3877","0.000006036738341208547","0.000006036738341208547","0.000006036738341208547","","",""
"3878","0.000005847078682563733","0.000005847078682563733","0.000005847078682563733","","",""
"3880","0.000005879365744476672","0.000005879365744476672","0.000005879365744476672","","",""
"3881","0.0000058167856877844315","0.0000058167856877844315","0.0000058167856877844315","","",""
"3882","0.00000621794333710568","0.00000621794333710568","0.00000621794333710568","","",""
"3883","0.000005765379682998173","0.000005765379682998173","0.000005765379682998173","","",""
"3884","0.0000059096810218761675","0.0000059096810218761675","0.0000059096810218761675","","",""
"3885","0.0000061149457906140015","0.0000061149457906140015","0.0000061149457906140015","","",""
"3886","0.000005638306902255863","0.000005638306902255863","0.000005638306902255863","","",""
"3887","0.000006167964329506503","0.000006167964329506503","0.000006167964329506503","0.000024025299353525043","0.000024025299353525043","0.000024025299353525043"
"3888","0.000005983203664072789","0.000005983203664072789","0.000005983203664072789","0.00002313812728971243","0.00002313812728971243","0.00002313812728971243"
"3889","0.000005721437446482014","0.000005721437446482014","0.000005721437446482014","0.000026526295187068172","0.000026526295187068172","0.000026526295187068172"
"3890","","","","0.000023358095859293826","0.000023358095859293826","0.000023358095859293826"
"3891","0.000006248936642805347","0.000006248936642805347","0.000006248936642805347","0.000021490304789040238","0.000021490304789040238","0.000021490304789040238"
"3892","0.000005731447345169727","0.000005731447345169727","0.000005731447345169727","0.000021135725546628237","0.000021135725546628237","0.000021135725546628237"
"3893","0.000006278619366639759","0.000006278619366639759","0.000006278619366639759","0.000020309800675022416","0.000020309800675022416","0.000020309800675022416"
"3895","0.000005841235179104842","0.000005841235179104842","0.000005841235179104842","0.000021431726054288447","0.000021431726054288447","0.000021431726054288447"
"3896","0.000006737097919540247","0.000006737097919540247","0.000006737097919540247","0.000022050246116123162","0.000022050246116123162","0.000022050246116123162"
"3898","0.000006542531536979368","0.000006542531536979368","0.000006542531536979368","0.00002252719787065871","0.00002252719787065871","0.00002252719787065871"
"3899","","","","0.0000216360258491477","0.0000216360258491477","0.0000216360258491477"
"3900","0.0000065064496084232815","0.0000065064496084232815","0.0000065064496084232815","0.000022982798327575438","0.000022982798327575438","0.000022982798327575438"
"3901","0.00000740457653591875","0.00000740457653591875","0.00000740457653591875","0.000022013446141500026","0.000022013446141500026","0.000022013446141500026"
"3902","0.00000719582021702081","0.00000719582021702081","0.00000719582021702081","0.000021892066797590815","0.000021892066797590815","0.000021892066797590815"
"3903","","","","0.00002255870094813872","0.00002255870094813872","0.00002255870094813872"
"3904","","","","0.00002112795482389629","0.00002112795482389629","0.00002112795482389629"
"3905","0.00001007661921903491","0.00001007661921903491","0.00001007661921903491","0.000022695572624797933","0.000022695572624797933","0.000022695572624797933"
"3906","","","","0.000021846804884262383","0.000021846804884262383","0.000021846804884262383"
"3907","0.00001418455212842673","0.00001418455212842673","0.00001418455212842673","0.00002105432577081956","0.00002105432577081956","0.00002105432577081956"
"3909","0.000010777005627460312","0.000010777005627460312","0.000010777005627460312","0.000022327440092340112","0.000022327440092340112","0.000022327440092340112"
"3910","","","","0.000021309724616003223","0.000021309724616003223","0.000021309724616003223"
"3911","0.000028466984076658264","0.000028466984076658264","0.000028466984076658264","0.000022086454919190146","0.000022086454919190146","0.000022086454919190146"
"3912","0.00004738436473417096","0.00004738436473417096","0.00004738436473417096","","",""
"3913","","","","0.000021776997527922504","0.000021776997527922504","0.000021776997527922504"
"3914","","","","0.0000225177027459722","0.0000225177027459722","0.0000225177027459722"
"3916","","","","0.000021944422769593075","0.000021944422769593075","0.000021944422769593075"
"3918","0.000016108309864648618","0.000016108309864648618","0.000016108309864648618","0.00002177102396672126","0.00002177102396672126","0.00002177102396672126"
"3919","0.000012926603631058242","0.000012926603631058242","0.000012926603631058242","0.000022636051653535105","0.000022636051653535105","0.000022636051653535105"
"3920","0.000009972105544875376","0.000009972105544875376","0.000009972105544875376","0.000022965119569562376","0.000022965119569562376","0.000022965119569562376"
"3922","0.00000828578595246654","0.00000828578595246654","0.00000828578595246654","","",""
"3923","0.000008285027433885261","0.000008285027433885261","0.000008285027433885261","0.000022727086616214365","0.000022727086616214365","0.000022727086616214365"
"3925","","","","0.00002312141441507265","0.00002312141441507265","0.00002312141441507265"
"3926","0.000007719670975347981","0.000007719670975347981","0.000007719670975347981","","",""
"3927","0.000007235075827338733","0.000007235075827338733","0.000007235075827338733","0.00002296029924764298","0.00002296029924764298","0.00002296029924764298"
"3929","0.0000072484949669160414","0.0000072484949669160414","0.0000072484949669160414","0.0000202389492187649","0.0000202389492187649","0.0000202389492187649"
"3930","0.000006826704520790372","0.000006826704520790372","0.000006826704520790372","0.0000317465492116753","0.0000317465492116753","0.0000317465492116753"
"3932","0.000007063777957228012","0.000007063777957228012","0.000007063777957228012","","",""
"3933","0.000006646111614827532","0.000006646111614827532","0.000006646111614827532","","",""
"3934","0.000006646023848588811","0.000006646023848588811","0.000006646023848588811","","",""
"3936","0.000006515419954666868","0.000006515419954666868","0.000006515419954666868","0.00004477133916225284","0.00004477133916225284","0.00004477133916225284"
"3937","0.000006899841537233442","0.000006899841537233442","0.000006899841537233442","0.000044708205678034574","0.000044708205678034574","0.000044708205678034574"
"3938","0.000006621783541049808","0.000006621783541049808","0.000006621783541049808","0.000037826008338015527","0.000037826008338015527","0.000037826008338015527"
"3940","0.000006806118108215742","0.000006806118108215742","0.000006806118108215742","0.00003311657201265916","0.00003311657201265916","0.00003311657201265916"
"3941","0.0000065483127400511876","0.0000065483127400511876","0.0000065483127400511876","0.000029553641070378944","0.000029553641070378944","0.000029553641070378944"
"3942","0.000006348522674670676","0.000006348522674670676","0.000006348522674670676","","",""
"3943","0.00000652278231427772","0.00000652278231427772","0.00000652278231427772","","",""
"3944","0.000006229562131920829","0.000006229562131920829","0.000006229562131920829","0.000026411951694171876","0.000026411951694171876","0.000026411951694171876"
"3945","","","","0.000026904879632638767","0.000026904879632638767","0.000026904879632638767"
"3946","0.000006651141120528337","0.000006651141120528337","0.000006651141120528337","","",""
"3947","0.000006168653726490447","0.000006168653726490447","0.000006168653726490447","0.00002602210770419333","0.00002602210770419333","0.00002602210770419333"
"3948","0.000006502910309791332","0.000006502910309791332","0.000006502910309791332","0.00002611470699775964","0.00002611470699775964","0.00002611470699775964"
"3950","0.000007209192517620977","0.000007209192517620977","0.000007209192517620977","0.00002607545866339933","0.00002607545866339933","0.00002607545866339933"
"3951","0.000011577452823985368","0.000011577452823985368","0.000011577452823985368","0.000024674955056980252","0.000024674955056980252","0.000024674955056980252"
"3952","","","","0.00002474927532603033","0.00002474927532603033","0.00002474927532603033"
"3953","0.000022024443751433864","0.000022024443751433864","0.000022024443751433864","","",""
"3954","","","","0.000024187062081182376","0.000024187062081182376","0.000024187062081182376"
"3955","","","","0.000025445713617955334","0.000025445713617955334","0.000025445713617955334"
"3956","","","","0.000024156917788786814","0.000024156917788786814","0.000024156917788786814"
"3958","","","","0.000024243952793767676","0.000024243952793767676","0.000024243952793767676"
"3959","","","","0.00002389299334026873","0.00002389299334026873","0.00002389299334026873"
"3960","","","","0.00002257148480566684","0.00002257148480566684","0.00002257148480566684"
"3961","","","","0.000023021100787445903","0.000023021100787445903","0.000023021100787445903"
"3962","","","","0.00002181908712373115","0.00002181908712373115","0.00002181908712373115"
"3964","","","","0.000022590811568079516","0.000022590811568079516","0.000022590811568079516"
"3965","","","","0.00002038965976680629","0.00002038965976680629","0.00002038965976680629"
"3966","","","","0.00002054167453025002","0.00002054167453025002","0.00002054167453025002"
"3968","","","","0.000023586602765135467","0.000023586602765135467","0.000023586602765135467"
"3969","","","","0.000031653704354539514","0.000031653704354539514","0.000031653704354539514"
"3971","","","","0.00004288322452339344","0.00004288322452339344","0.00004288322452339344"
"5850","0.000012605196388904005","0.000012605196388904005","0.000012605196388904005","","",""
"5851","0.00001072738814400509","0.00001072738814400509","0.00001072738814400509","","",""
"5852","0.00001919179703691043","0.00001919179703691043","0.00001919179703691043","","",""
"5853","0.000011224710760870948","0.000011224710760870948","0.000011224710760870948","","",""
"5854","0.000011374115274520591","0.000011374115274520591","0.000011374115274520591","","",""
"5855","0.000012437900295481086","0.000012437900295481086","0.000012437900295481086","","",""
"5857","0.000012910004443256184","0.000012910004443256184","0.000012910004443256184","","",""
"5862","0.000012436130418791436","0.000012436130418791436","0.000012436130418791436","","",""
"5864","0.00001278442232433008","0.00001278442232433008","0.00001278442232433008","","",""
"5865","0.000012670279829762876","0.000012670279829762876","0.000012670279829762876","","",""
"5867","0.000012600808986462653","0.000012600808986462653","0.000012600808986462653","","",""
"5869","0.000012789701941073872","0.000012789701941073872","0.000012789701941073872","","",""
"5872","0.000012558707567222882","0.000012558707567222882","0.000012558707567222882","","",""
"5873","0.000012561579751491081","0.000012561579751491081","0.000012561579751491081","","",""
"5874","0.000012658076229854487","0.000012658076229854487","0.000012658076229854487","","",""
"5875","0.000012537918337329756","0.000012537918337329756","0.000012537918337329756","","",""
"5876","0.000012277838322916068","0.000012277838322916068","0.000012277838322916068","","",""
"5877","0.000012532139407994691","0.000012532139407994691","0.000012532139407994691","0.0000051528722906368785","0.0000051528722906368785","0.0000051528722906368785"
"5878","","","","0.000004018861091026338","0.000004018861091026338","0.000004018861091026338"
"5879","","","","0.000003765629344343324","0.000003765629344343324","0.000003765629344343324"
"5880","","","","0.0000026209875159111107","0.0000026209875159111107","0.0000026209875159111107"
"5881","0.000011679576346068643","0.000011679576346068643","0.000011679576346068643","0.000002705240149225574","0.000002705240149225574","0.000002705240149225574"
"5882","0.000011825875844806433","0.000011825875844806433","0.000011825875844806433","0.0000026373959371994715","0.0000026373959371994715","0.0000026373959371994715"
"5884","","","","0.000002817320364556508","0.000002817320364556508","0.000002817320364556508"
"5889","0.000013696617315872572","0.000013696617315872572","0.000013696617315872572","0.0000020983993636036757","0.0000020983993636036757","0.0000020983993636036757"
"5891","0.000011455830644990783","0.000011455830644990783","0.000011455830644990783","0.000002314327275598771","0.000002314327275598771","0.000002314327275598771"
"5892","","","","0.0000022558081127499463","0.0000022558081127499463","0.0000022558081127499463"
"5893","0.000038315210986183956","0.000038315210986183956","0.000038315210986183956","","",""
"5894","","","","0.0000021400539935712004","0.0000021400539935712004","0.0000021400539935712004"
"5896","","","","0.0000024292276066262275","0.0000024292276066262275","0.0000024292276066262275"
"5899","","","","0.0000025069923594855936","0.0000025069923594855936","0.0000025069923594855936"
"5900","0.000021915078832535073","0.000021915078832535073","0.000021915078832535073","0.000002201634060838842","0.000002201634060838842","0.000002201634060838842"
"5901","0.000019422610421315767","0.000019422610421315767","0.000019422610421315767","0.0000025707938675623154","0.0000025707938675623154","0.0000025707938675623154"
"5902","0.000019385077393963","0.000019385077393963","0.000019385077393963","0.0000024493538148817606","0.0000024493538148817606","0.0000024493538148817606"
"5903","0.000016032161511247978","0.000016032161511247978","0.000016032161511247978","0.0000022702856767864432","0.0000022702856767864432","0.0000022702856767864432"
"5904","0.000016578092981944792","0.000016578092981944792","0.000016578092981944792","0.0000027795338155556237","0.0000027795338155556237","0.0000027795338155556237"
"5905","0.00001615325891179964","0.00001615325891179964","0.00001615325891179964","","",""
"5906","0.000014467470464296639","0.000014467470464296639","0.000014467470464296639","","",""
"5907","0.00001547483952890616","0.00001547483952890616","0.00001547483952890616","","",""
"5908","","","","0.0000024948737973318202","0.0000024948737973318202","0.0000024948737973318202"
"5909","0.000014265784557210281","0.000014265784557210281","0.000014265784557210281","0.000002890149517043028","0.000002890149517043028","0.000002890149517043028"
"5910","0.000014527051462209783","0.000014527051462209783","0.000014527051462209783","","",""
"5911","0.000013957176633994095","0.000013957176633994095","0.000013957176633994095","","",""
"5913","0.000013961975128040649","0.000013961975128040649","0.000013961975128040649","","",""
"5914","0.000013344637409318238","0.000013344637409318238","0.000013344637409318238","","",""
"5915","0.000012963811059307773","0.000012963811059307773","0.000012963811059307773","","",""
"5916","","","","0.000004808908670383971","0.000004808908670383971","0.000004808908670383971"
"5917","0.000012716809578705579","0.000012716809578705579","0.000012716809578705579","","",""
"5918","0.000013133338143234141","0.000013133338143234141","0.000013133338143234141","0.000004285145678295521","0.000004285145678295521","0.000004285145678295521"
"5920","0.000012394152690831106","0.000012394152690831106","0.000012394152690831106","0.000010784341611724813","0.000010784341611724813","0.000010784341611724813"
"5923","0.000012302246432227548","0.000012302246432227548","0.000012302246432227548","","",""
"5924","0.000012506957318692002","0.000012506957318692002","0.000012506957318692002","","",""
"5926","0.000012423344742273912","0.000012423344742273912","0.000012423344742273912","","",""
"5927","0.00001313461962126894","0.00001313461962126894","0.00001313461962126894","0.00000223451843339717","0.00000223451843339717","0.00000223451843339717"
"5928","","","","0.000002219960151705891","0.000002219960151705891","0.000002219960151705891"
"5929","0.000013449840480461717","0.000013449840480461717","0.000013449840480461717","0.000002337822706977022","0.000002337822706977022","0.000002337822706977022"
"5930","","","","0.0000018838479718397139","0.0000018838479718397139","0.0000018838479718397139"
"5931","","","","0.0000019805499960057205","0.0000019805499960057205","0.0000019805499960057205"
"5932","0.00001478020021750126","0.00001478020021750126","0.00001478020021750126","0.0000020256920834071934","0.0000020256920834071934","0.0000020256920834071934"
"5933","0.000027788310035248287","0.000027788310035248287","0.000027788310035248287","0.0000016120858390422654","0.0000016120858390422654","0.0000016120858390422654"
"5934","0.000019527167751220986","0.000019527167751220986","0.000019527167751220986","0.0000019791145859926473","0.0000019791145859926473","0.0000019791145859926473"
"5936","","","","0.0000015822524801478721","0.0000015822524801478721","0.0000015822524801478721"
"5937","","","","0.0000018114121758117108","0.0000018114121758117108","0.0000018114121758117108"
"5938","","","","0.000001649439809625619","0.000001649439809625619","0.000001649439809625619"
"5940","","","","0.0000018688613181438996","0.0000018688613181438996","0.0000018688613181438996"
"5941","","","","0.0000015804394024598878","0.0000015804394024598878","0.0000015804394024598878"
"5942","","","","0.0000016007328440537094","0.0000016007328440537094","0.0000016007328440537094"
"5944","","","","0.00000146163461067772","0.00000146163461067772","0.00000146163461067772"
"5945","","","","0.0000017644271110839327","0.0000017644271110839327","0.0000017644271110839327"
"5947","","","","0.0000014381446362676797","0.0000014381446362676797","0.0000014381446362676797"
"5950","","","","0.0000015497516869800165","0.0000015497516869800165","0.0000015497516869800165"
"5951","","","","0.0000018323831909583532","0.0000018323831909583532","0.0000018323831909583532"
"5953","","","","0.0000016902872630453203","0.0000016902872630453203","0.0000016902872630453203"
"5954","","","","0.0000020022796434204793","0.0000020022796434204793","0.0000020022796434204793"
"5956","","","","0.0000017111508441303158","0.0000017111508441303158","0.0000017111508441303158"
"5959","","","","0.000003945009211747674","0.000003945009211747674","0.000003945009211747674"
"5960","","","","0.00001213957330037374","0.00001213957330037374","0.00001213957330037374"
"5961","","","","0.000007982306669873651","0.000007982306669873651","0.000007982306669873651"
"7831","0.000013570685041486286","0.000013570685041486286","0.000013570685041486286","","",""
"7832","0.00001211856124427868","0.00001211856124427868","0.00001211856124427868","","",""
"7834","0.0000104317059594905","0.0000104317059594905","0.0000104317059594905","","",""
"7836","0.000008144963430822827","0.000008144963430822827","0.000008144963430822827","","",""
"7841","0.000007377148449450033","0.000007377148449450033","0.000007377148449450033","","",""
"7843","0.000006970302365516545","0.000006970302365516545","0.000006970302365516545","","",""
"7845","0.000007575294148409739","0.000007575294148409739","0.000007575294148409739","","",""
"7848","0.00000783932046033442","0.00000783932046033442","0.00000783932046033442","","",""
"7849","0.000008214915396820288","0.000008214915396820288","0.000008214915396820288","","",""
"7851","0.000007918044502730481","0.000007918044502730481","0.000007918044502730481","","",""
"7852","0.000008491188054904342","0.000008491188054904342","0.000008491188054904342","","",""
"7853","0.000008459116543235723","0.000008459116543235723","0.000008459116543235723","","",""
"7855","0.000008539245754946023","0.000008539245754946023","0.000008539245754946023","","",""
"7856","0.000008350272764801048","0.000008350272764801048","0.000008350272764801048","","",""
"7859","0.000008174950380634982","0.000008174950380634982","0.000008174950380634982","","",""
"7862","0.000007860174264351372","0.000007860174264351372","0.000007860174264351372","","",""
"7863","0.000009380704796058126","0.000009380704796058126","0.000009380704796058126","","",""
"7865","0.000008293605787912384","0.000008293605787912384","0.000008293605787912384","","",""
"7866","0.00000929544785321923","0.00000929544785321923","0.00000929544785321923","","",""
"7867","0.000009251224582840223","0.000009251224582840223","0.000009251224582840223","0.000006645509529334959","0.000006645509529334959","0.000006645509529334959"
"7868","","","","0.000005872273050044896","0.000005872273050044896","0.000005872273050044896"
"7869","0.0000120652712212177","0.0000120652712212177","0.0000120652712212177","","",""
"7870","0.000013115170986566227","0.000013115170986566227","0.000013115170986566227","0.000005193470769881969","0.000005193470769881969","0.000005193470769881969"
"7872","","","","0.000005851635251019616","0.000005851635251019616","0.000005851635251019616"
"7875","0.000004616953447111882","0.000004616953447111882","0.000004616953447111882","","",""
"7876","0.000006973571089474717","0.000006973571089474717","0.000006973571089474717","","",""
"7877","","","","0.000006370493338181404","0.000006370493338181404","0.000006370493338181404"
"7878","0.000007975702828844078","0.000007975702828844078","0.000007975702828844078","","",""
"7879","0.000007284842013177695","0.000007284842013177695","0.000007284842013177695","0.000006001007022859994","0.000006001007022859994","0.000006001007022859994"
"7880","0.00000683042799209943","0.00000683042799209943","0.00000683042799209943","","",""
"7881","0.0000070909013629716355","0.0000070909013629716355","0.0000070909013629716355","0.000006009224307490513","0.000006009224307490513","0.000006009224307490513"
"7884","0.000006094928721722681","0.000006094928721722681","0.000006094928721722681","0.000005884300662728492","0.000005884300662728492","0.000005884300662728492"
"7885","0.0000064079308685904834","0.0000064079308685904834","0.0000064079308685904834","0.0000067304390540812165","0.0000067304390540812165","0.0000067304390540812165"
"7887","","","","0.0000059829185374837834","0.0000059829185374837834","0.0000059829185374837834"
"7888","","","","0.000006566982847289182","0.000006566982847289182","0.000006566982847289182"
"7889","0.0000068587332862080075","0.0000068587332862080075","0.0000068587332862080075","0.00000660041314404225","0.00000660041314404225","0.00000660041314404225"
"7890","0.00000672810165269766","0.00000672810165269766","0.00000672810165269766","","",""
"7891","0.000007495187219319632","0.000007495187219319632","0.000007495187219319632","0.000006464664238592377","0.000006464664238592377","0.000006464664238592377"
"7892","0.000007452807039953768","0.000007452807039953768","0.000007452807039953768","0.000006268197466852143","0.000006268197466852143","0.000006268197466852143"
"7893","0.00000691498917149147","0.00000691498917149147","0.00000691498917149147","","",""
"7894","0.000008029562195588369","0.000008029562195588369","0.000008029562195588369","","",""
"7895","0.000007747436029603705","0.000007747436029603705","0.000007747436029603705","0.000006085444965719944","0.000006085444965719944","0.000006085444965719944"
"7898","0.000007747965355520137","0.000007747965355520137","0.000007747965355520137","0.0000060928359744139016","0.0000060928359744139016","0.0000060928359744139016"
"7899","","","","0.000006717330052197212","0.000006717330052197212","0.000006717330052197212"
